startdat,enddate,aex1_1,aex1_2,aex1_3,aex1_4,aex1_5,aex1_6,aex1_7,aex1_8,aex1_9,aex1_9_t,aex1_10,aex1_11,aex2,aex3,complete,qflag,ppage,ppeducat,ppeduc5,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,pprent,ppemploy,ppstaten,ppt18ov,ppkid017,ppreg9,sstno,partyid4,ind1,ppcm0006,pprent_n,ppcm0166,urb_sub_,msc,ppracem,core_par,weights
9/18/2021 17:22:15,9/18/2021 20:22:55,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,No,qualified,1,22,Bachelor or higher,Bachelor’s degree,"Black or African American, Non-Hispanic",Male,4,One-family house detached from any other house,"$150,000 or more",Never married,Metro area,South,Owned or being bought by you or someone in,Working full-time,VA,4,0,South Atlantic,70,Democrat,"Professional, Scientific, Technical, and Business Services","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,10-24,Urban,In the center city of an MSA,Black or African American,No,1.4108937
9/18/2021 7:33:11,9/18/2021 15:18:24,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,65,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Male,2,One-family house detached from any other house,"$100,000 to $149,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Working full-time,TX,2,0,West-South Central,70,Republican,Public Administration,"Someone else does most of it, you do some of it",Owned by you or someone in your household free and clear (without a mortgage or loan),10-24,Rural,Not in an MSA,White,No,.7178077
9/18/2021 7:06:42,9/18/2021 7:18:41,Dinosaurs,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,Yes,qualified,1,36,Bachelor or higher,Master’s degree or above,"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$50,000 to $74,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,KS,2,3,West-North Central,70,Republican,Education and Tutoring,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,25-49,Rural,Inside a suburban county of the MSA,White,Yes,.6870686
9/19/2021 8:13:59,9/19/2021 8:18:33,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,I don’t know,I’m not sure,qualified,1,20,Less than HS,No high school diploma or GED,Hispanic,Female,2,Building with 2 or more apartments,"$25,000 to $49,999",Never married,Metro area,Midwest,Rented for cash,Not working,MI,2,0,East-North Central,70,Democrat,Not asked,Someone else does all of it,Refused,Not asked,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Missing information in HH Roster,2.4795153
9/18/2021 11:56:47,9/18/2021 12:08:20,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,43,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,4,One-family condo or townhouse attached to other units,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,VA,2,2,South Atlantic,70,Something else,"Finance, Banking, and Insurance",You do about half of it,Owned by you or someone in your household with a mortgage or loan,1000-2499,Suburban,Inside a suburban county of the MSA,White,Yes,.7613723
9/18/2021 21:39:48,9/18/2021 21:54:55,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,47,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$75,000 to $99,999",Now married,Metro area,South,Owned or being bought by you or someone in,Working full-time,VA,3,1,South Atlantic,70,Independent,Retail/Stores/Shopping (including Online Retail),"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,5000+,Suburban,Inside a suburban county of the MSA,White,Yes,.6832967
9/18/2021 14:37:41,9/18/2021 14:50:16,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Very concerned,I’m not sure,qualified,1,63,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,3,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Not working,OH,3,0,East-North Central,70,Republican,Not asked,You do all of it,Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Inside a suburban county of the MSA,White,No,.7520086
9/18/2021 12:29:01,9/18/2021 12:54:37,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,Somewhat concerned,I’m not sure,qualified,1,56,Some college,Some college or Associate degree,"Black or African American, Non-Hispanic",Male,5,One-family house detached from any other house,"$100,000 to $149,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working full-time,MI,3,2,East-North Central,70,Independent,Community/Non-Profit Organizations (including Religious and Political Organizations),You do about half of it,Owned by you or someone in your household with a mortgage or loan,50-99,Suburban,Outside the center city of an MSA but inside the county containing the center city,Black or African American,Yes,1.2245432
9/17/2021 19:31:32,9/17/2021 19:45:54,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Not very concerned,No,qualified,1,72,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,4,One-family house detached from any other house,"$75,000 to $99,999",Now married,Non-metro area,South,Owned or being bought by you or someone in,Not working,VA,3,1,South Atlantic,70,Republican,Not asked,"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,Not asked,Rural,Not in an MSA,White,No,.7820401
9/17/2021 17:24:51,9/17/2021 17:31:52,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Somewhat concerned,No,qualified,1,49,Bachelor or higher,Bachelor’s degree,"White, Non-Hispanic",Female,1,One-family condo or townhouse attached to other units,"$25,000 to $49,999",Never married,Metro area,West,Rented for cash,Working part-time,CA,1,0,Pacific,70,Democrat,Education and Tutoring,You do all of it,Rented,Only me,Urban,In the center city of an MSA,White,No,.6182538
9/17/2021 17:12:00,9/17/2021 17:26:19,Dinosaurs,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,57,Less than HS,No high school diploma or GED,"Black or African American, Non-Hispanic",Male,or more,Building with 2 or more apartments,"$25,000 to $49,999",Now married,Metro area,South,Rented for cash,Working full-time,FL,4,2,South Atlantic,70,Democrat,Construction and Specialty Contractors (such as Plumbing and Electrical),"Someone else does most of it, you do some of it",Rented,Only me,Rural,Outside the center city of an MSA but inside the county containing the center city,Black or African American,Yes,1.637657
9/18/2021 13:51:39,9/18/2021 14:33:53,Dinosaurs,Woolly Mammoths,Dodo birds,Mastodon,Saber-Toothed Tigers,Tasmanian Tigers,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,34,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$25,000 to $49,999",Now married,Metro area,Midwest,Owned or being bought by you or someone in,Working part-time,IL,2,0,East-North Central,70,Independent,Real Estate and Property Management,You do about half of it,Owned by you or someone in your household with a mortgage or loan,Only me,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,No,1.1837786
9/17/2021 19:25:56,9/17/2021 19:40:23,Not selected,Not selected,Not selected,Not selected,Not selected,Tasmanian Tigers,Northern White Rhinoceros,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,I’m not sure,qualified,1,60,HS,High school graduate (high school diploma or the equivalent GED),"White, Non-Hispanic",Male,5,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Midwest,Occupied without payment of cash rent,Working full-time,WI,5,0,East-North Central,70,Independent,"Factory, Manufacturing, and Woodworking","Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,500-999,Urban,In the center city of an MSA,White,No,.8329766
9/17/2021 19:34:13,9/17/2021 19:46:05,Not selected,Woolly Mammoths,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Somewhat concerned,No,qualified,1,42,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,3,One-family house detached from any other house,"$150,000 or more",Now married,Metro area,Northeast,Owned or being bought by you or someone in,Working full-time,RI,2,1,New England,70,Republican,Retail/Stores/Shopping (including Online Retail),"Someone else does most of it, you do some of it",Owned by you or someone in your household with a mortgage or loan,1000-2499,Suburban,Outside the center city of an MSA but inside the county containing the center city,White,Yes,.9988988
9/18/2021 4:26:27,9/18/2021 4:41:44,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I don’t know,Not selected,I don’t know,I’m not sure,qualified,1,24,Some college,Some college or Associate degree,"White, Non-Hispanic",Female,2,One-family house detached from any other house,"$100,000 to $149,999",Never married,Metro area,Northeast,Rented for cash,Working full-time,CT,2,0,New England,70,Democrat,"Health Care (including Elder Care, Home Health Care)",You do all of it,Rented,5000+,Urban,Outside the center city of an MSA but inside the county containing the center city,White,No,1.0841461
9/18/2021 7:54:32,9/18/2021 8:13:04,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,I wouldn’t want to bring any species back,Very concerned,Yes,qualified,1,49,Some college,Some college or Associate degree,Hispanic,Male,1,Building with 2 or more apartments,"$25,000 to $49,999",Never married,Metro area,South,Rented for cash,Working full-time,VA,1,0,South Atlantic,70,Democrat,"Administrative and Support Services (such as Call Centers, Security, Landscaping, and Janitorial)",You do all of it,Rented,500-999,Urban,In the center city of an MSA,Native Hawaiian/Pacific Islander,No,1.3070443
9/17/2021 17:43:44,9/17/2021 18:00:41,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Northern White Rhinoceros,Giant Tortoise,Not selected,Not selected,Not selected,Not selected,Not at all concerned,No,qualified,1,54,Some college,Some college or Associate degree,"White, Non-Hispanic",Male,1,One-family house detached from any other house,"$50,000 to $74,999",Now married,Non-metro area,West,Owned or being bought by you or someone in,Working part-time,CA,1,0,Pacific,70,Republican,Public Administration,You do about half of it,Owned by you or someone in your household free and clear (without a mortgage or loan),2-9,Suburban,Not in an MSA,White,Missing information in HH Roster,.7580414
